Name,IMDB Rating,Duration,Year,Age,Genres
Godzilla (2014),6.5,123 min,2014,13+,"Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Horror, Sci-Fi/Fantasy: Thriller"
Into the Storm (2014),5.8,89 min,2014,13+,"Action/Adventure: Thriller, Thriller: Action/Adventure"
Fukrey,6.9,135 min,2013,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Lakshya,7.9,177 min,2004,NR,"Bollywood: Drama, Drama: Bollywood, Drama: War, World Cinema: Indian"
Hugo,7.5,126 min,2011,7+,"Family: Action/Adventure, Family: Drama"
The Lego Movie,7.8,100 min,2014,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Animated"
SpongeBob SquarePants: Sponge Out Of Water,6,92 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Animated"
Planet Hulk,6.8,77 min,2007,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Richie Rich (1994),,94 min,1994,7+,"Comedy: Family, Family: Comedy"
Lemony Snicket’s Series Of Unfortunate Events (DreamWorks),6.8,107 min,2004,7+,"Family: Action/Adventure, Family: Comedy"
OGGY AND THE COCKROACHES,6.6,81 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Comedy"
Chhota Bheem Himalayan Adventure,6.9,94 min,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Snow Queen 1,5.3,75 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Madagascar,6.9,85 min,2005,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Action/Adventure, Family: Animated, Family: Comedy"
Kung Fu Panda 2,7.3,90 min,2011,7+,"Animated: Family, Children: Animated/Cartoon, Children: Comedy, Family: Action/Adventure, Family: Animated, Family: Comedy"
Shrek,7.9,90 min,2001,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Animated"
Kung Fu Panda,7.6,91 min,2008,7+,"Animated: Family, Children: Animated/Cartoon, Children: Comedy, Family: Action/Adventure, Family: Animated, Family: Comedy"
The Invincible Iron Man,6,79 min,2007,13+,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Doctor Strange,6.8,73 min,2007,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Madagascar 3: Europe’s Most Wanted,6.9,93 min,2012,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Action/Adventure, Family: Animated, Family: Comedy"
Ultimate Avengers,6.8,68 min,2006,7+,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Madagascar: Escape 2 Africa,6.7,89 min,2008,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Action/Adventure, Family: Animated, Family: Comedy"
Vikram Betal,,81 min,2004,All Ages,"Animated: Children, Children: Animated/Cartoon, Mythology, World Cinema: Indian"
Yogi Bear,4.6,80 min,2010,7+,"Animated: Family, Family: Animated, Family: Comedy"
Main hoon Super Bheem,,65 min,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Cats & Dogs,5.1,87 min,2001,7+,"Children: Comedy, Children: Sci-Fi/Fantasy, Family: Comedy"
I Am Kalam,8,88 min,2010,All Ages,"Bollywood, Family: Drama, World Cinema: Indian"
Ultimate Avengers 2,6.7,69 min,2007,13+,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
The Jungle Bunch: Back To The Ice Floe,5.3,54 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon"
Snow Queen 2,6.3,78 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
The Spiderwick Chronicles,6.6,95 min,2008,13+,"Family: Action/Adventure, Family: Sci-Fi/Fantasy"
Shrek 2,7.2,92 min,2004,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Animated"
Shrek Forever After,6.3,93 min,2010,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Animated"
Shrek the Third,6.1,92 min,2007,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Animated"
Next Avengers – Heroes of Tomorrow,6.3,74 min,2007,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Monsters Vs. Aliens,6.5,94 min,2009,13+,"Animated: Children, Animated: Family, Children: Animated/Cartoon, Children: Comedy, Family: Animated, Family: Sci-Fi/Fantasy"
Addams Family Values,6.6,94 min,1993,13+,"Comedy, Comedy: Slapstick, Family: Comedy"
Thor – Tales of Asgard,6.4,73 min,2007,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Megamind,7.3,95 min,2010,7+,"Animated: Children, Animated: Family, Children: Animated/Cartoon, Children: Comedy"
Tales of Siva 1,,60 min,2009,All Ages,"Animated: Children, Children: Animated/Cartoon, Mythology, World Cinema: Indian"
Transformers Prime Beast Hunters: Predacons Rising,7.6,63 min,2013,7+,"Animated: Children, Children: Animated/Cartoon"
Over The Hedge,6.8,83 min,2006,7+,"Animated: Children, Children: Animated/Cartoon"
The Addams Family,6.8,99 min,1991,13+,"Comedy, Comedy: Slapstick, Family: Comedy"
Finding Neverland,7.7,101 min,2004,7+,"Drama, Drama: Biography, Drama: Plays/Performance, Family"
Super Bheem Hawa mein Halla,,66 min,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem Master of Shaolin,,75 min,2011,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhotabheem aur Krishna,6.5,68 min,2009,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Shark Tale,6,89 min,2004,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy"
Chhota Bheem Paanch Ajoobe,,68 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
The Hero of Color City,4.2,77 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Pre-School, World Cinema: Indian"
Flushed Away,6.6,84 min,2006,7+,"Animated: Children, Children: Animated/Cartoon"
Chhota Bheem Ki Baazi,,65 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem In The Incan Adventure,7.1,64 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Swami Ayyappan,7.9,92 min,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, Mythology, World Cinema: Indian"
Bunyan and Babe,5.5,84 min,2017,7+,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Luv Kushh and the Ghost Army,,64 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon, Mythology, World Cinema: Indian"
Kid Krrish 3 – Mystery in Mongolia,,69 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Wallace & Gromit: The Curse of the Were-Rabbit,7.5,84 min,2005,13+,"Animated: Children, Children: Animated/Cartoon"
Dinosaur World,,65 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem Aur Chhalchhaaya,,68 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem Krishna vs Zimbara,,64 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem Mission Mangalyaan,,67 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Mayanagari,,66 min,2011,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
It’s A Wonderful Life,8.6,130 min,1946,7+,"Drama: Family, Family: Sci-Fi/Fantasy, Holiday"
Pataliputhra,,65 min,2010,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem And Sky Dragon,,69 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Krishna – Makhan Chor,,77 min,2006,All Ages,"Animated: Children, Children: Animated/Cartoon, Mythology, World Cinema: Indian"
Chak de Mighty Raju,,67 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem Neeli Pahaadi,,63 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Hari Puttar: A Comedy of Terrors,2,82 min,2008,All Ages,"Bollywood: Comedy, Comedy: Crime, Family: Comedy, World Cinema: Indian"
Bheem vs Aliens,,69 min,2010,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Foto,,86 min,2007,All Ages,"Bollywood, Children, World Cinema: Indian"
Chhota Bheem and Ganesh in the Amazing Odyssey,,68 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem Aur Mayavi Gorgan,,65 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Pandavas 5,,103 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, Mythology, World Cinema: Indian"
Mighty Raju,,72 min,2011,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
The Rise Of Kirmada,,68 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
MR in Game Over,,64 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Super Hero School,6.4,65 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Karamati Coat,8.3,86 min,1993,All Ages,"Children: Sci-Fi/Fantasy, World Cinema: Indian"
3 Villains,,63 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem aur Hanuman,,67 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
African Safari,,61 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Kid Krrish,,69 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Krishna in Vrindavan,,71 min,2007,All Ages,"Animated: Children, Children: Animated/Cartoon, Mythology, World Cinema: Indian"
Dholakpur to Kathmandu,,69 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Kid Krrish 4 – Shakalaka Africa,,66 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Chhota Bheem Dus pe Dus,,62 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem Banjara Masti,,64 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Journey to Petra,,67 min,2011,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem And The ShiNobi Secret,,63 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem The Crown Of Valhalla,,64 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Warrior Princess,,67 min,1905,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Krishna – Kans Vadh,,69 min,2007,All Ages,"Animated: Children, Children: Animated/Cartoon, Mythology, World Cinema: Indian"
Hanuman The Immortal 2,,62 min,2011,All Ages,"Animated: Children, Children: Animated/Cartoon, Children & Family, World Cinema: Indian"
Ice Ice Mighty,,61 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chhota Bheem And The Broken Amulet,,63 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
MR vs Mighty Clone,,66 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chota Chetan,6.1,103 min,1998,All Ages,"Bollywood, Family: Sci-Fi/Fantasy, World Cinema: Indian"
Trayodash Ki Kahaani,,55 min,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Battery Low,,62 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Kalvakra,,67 min,2010,All Ages,"Animated: Children, Children: Animated/Cartoon, Mythology, World Cinema: Indian"
Hi Jack,,62 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Kalvakra Returns,,64 min,2011,All Ages,"Animated: Children, Children: Animated/Cartoon, Mythology, World Cinema: Indian"
Speed Racer Movie,,22 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Hanuman The Immortal 1,,64 min,2010,All Ages,"Children: Animated/Cartoon, Mythology, World Cinema: Indian"
"20,000 Leagues Under the Sea",6.6,73 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon"
Aladdin,5.3,95 min,1986,7+,Family: Sci-Fi/Fantasy
Mighty Khiladi Raju,,66 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
The Commandos,,68 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Aamna Saamna,,64 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Mighty Ka Mighty Attack,,63 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chutti_Ho_Gayi_GG,,64 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Time Travel,,64 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Pette The Prince,6.3,76 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Alien Dost,,62 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Aryanagar Under Water,,66 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Kid Krrish 2 – Mission Bhutan,,64 min,2014,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Sci-Fi/Fantasy, World Cinema: Indian"
Space Race,,65 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
The Great Pirate,,69 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
The Magnetors,,68 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Bachhon Ka khel,,65 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Anokha Aspatal,,91 min,1989,All Ages,"Bollywood, Family, World Cinema: Indian"
Rio to Goa,,67 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Most Wanted,,61 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
School is Cool,,61 min,2013,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Ek Ajooba,,71 min,2000,All Ages,"Bollywood, Family: Drama, World Cinema: Indian"
Aasman Se Gira,8.1,88 min,1992,All Ages,"Bollywood, Family: Sci-Fi/Fantasy, World Cinema: Indian"
The Serpent King,,60 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Chota Jadugar,3.6,99 min,2003,All Ages,"Bollywood, Family: Sci-Fi/Fantasy, World Cinema: Indian"
Babula (Dost),,114 min,1985,All Ages,"Bollywood, Family: Sci-Fi/Fantasy, World Cinema: Indian"
Baghtos Kay Mujra Kar,8.8,141 min,2017,NR,"Drama: Family, Drama: Mystery, Romance: Drama, World Cinema: Indian"
Family Katta,8.3,124 min,2016,All Ages,"Drama, World Cinema: Indian"
Time Please,7.1,126 min,2013,13+,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Happy Journey,7.5,123 min,2014,13+,"Drama, World Cinema: Indian"
Goa 350 KM,,87 min,2015,All Ages,"Horror: Ghosts/Supernatural, World Cinema: Indian"
Coffee Ani Barach Kahi,7.6,94 min,2015,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Astu – So Be It,8.8,123 min,2016,All Ages,"Drama, World Cinema: Indian"
Mee Shivajiraje Bhosale Boltoy,7.9,148 min,2009,All Ages,"Drama, World Cinema: Indian"
Premachi Goshta,7.1,128 min,2013,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Mumbai Pune Mumbai 01,8,102 min,2010,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Kaydyacha Bola,7,133 min,2005,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Prem Mhanje Prem Mhanje Prem Asta,6.8,136 min,2013,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Zenda,6.9,116 min,2009,13+,"Drama: Biography, Drama: Political, World Cinema: Indian"
Popat,7.4,153 min,2013,13+,"Drama, World Cinema: Indian"
Haapus,7.5,132 min,2010,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Sanai Choughade,7,123 min,2008,13+,"Drama: Romance, World Cinema: Indian"
Yanda Kartavya Aahe,7.6,150 min,2006,All Ages,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Dahavi Fa,7.7,142 min,2002,All Ages,"Drama, World Cinema: Indian"
Deool,8.2,139 min,2011,13+,"Drama: Political, World Cinema: Indian"
Saatchya Aat Gharat,7.2,145 min,2004,13+,"Drama: Political, World Cinema: Indian"
Tukaram,7.1,162 min,2012,All Ages,"Drama: Biography, Drama: Historical, Mythology, World Cinema: Indian"
Valu,7.3,121 min,2008,All Ages,"Comedy: Drama, World Cinema: Indian"
Shikshanachya Aaicha Gho,6.9,103 min,2010,All Ages,"Drama, World Cinema: Indian"
Matichya Chuli,7.4,132 min,2006,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Aajcha Divas Majha,7.7,126 min,2013,All Ages,"Drama: Political, World Cinema: Indian"
Pheka Pheki,6.9,117 min,1989,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Kshanbhar Vishranti,6.8,138 min,2010,All Ages,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Satrangi Re,7.1,150 min,2012,All Ages,"Drama: Musical, World Cinema: Indian"
City Of Gold,6.8,144 min,2010,13+,"Drama: Crime, Drama: Period, World Cinema: Indian"
Astitva,7.3,110 min,2000,NR,"Drama, World Cinema: Indian"
Tee Ratra,,134 min,2010,13+,"Drama: Thriller, Thriller: Drama, World Cinema: Indian"
Vishwas,,139 min,2006,All Ages,"Drama, World Cinema: Indian"
Lalbaug Parel,7.1,146 min,2010,13+,"Drama: Political, World Cinema: Indian"
Agadbam,4.3,127 min,2010,All Ages,"Comedy: Drama, World Cinema: Indian"
Iraada Pakka,5.7,131 min,2010,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Gabhricha Paus,7.1,99 min,2009,All Ages,"Drama, World Cinema: Indian"
Tu Thithe Me,7.4,152 min,1998,All Ages,"Drama, World Cinema: Indian"
Devrai,7.6,122 min,2004,13+,"Drama: Mystery, World Cinema: Indian"
Yoddha,,131 min,2013,All Ages,"Action/Adventure: Crime, Action/Adventure: Espionage & Spies, Drama: Crime, World Cinema: Indian"
Shahanpan Dega Devaa,3.9,115 min,2011,13+,"Comedy, World Cinema: Indian"
Sasu Numbri Jawai Dus Numbri,5.5,137 min,2008,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Sakhi,7.4,152 min,2008,All Ages,"Drama, World Cinema: Indian"
Jau Tithe Khau,6.9,130 min,2007,All Ages,"Drama: Comedy, Drama: Political, World Cinema: Indian"
Ek Cup Chya,7.7,113 min,2009,All Ages,"Drama: Political, World Cinema: Indian"
Fakt Ladh Mhana,6.8,150 min,2011,13+,"Drama: Crime, World Cinema: Indian"
Gulmohar,5.8,109 min,2009,NR,"Drama, World Cinema: Indian"
Paradh,7.2,127 min,2010,13+,"Drama: Political, World Cinema: Indian"
Mukkam Post Dhanori,5.8,133 min,2014,All Ages,"Drama: Mystery, Thriller: Drama, World Cinema: Indian"
Morya,7.2,120 min,2011,13+,"Drama, World Cinema: Indian"
Badha,7.3,87 min,2006,All Ages,"Drama, World Cinema: Indian"
Maza Pati Karodpati,7.3,133 min,1988,All Ages,"Drama, World Cinema: Indian"
Anandache Jhaad,,150 min,2006,All Ages,"Drama, World Cinema: Indian"
Shegavicha Rana Gajanan,,129 min,2004,All Ages,"Drama: Biography, World Cinema: Indian"
Baap Re Baap Dokyala Taap,,134 min,2008,All Ages,"Comedy: Drama, Drama: Comedy, World Cinema: Indian"
Doghat Tisra Aata Sagla Visra,5.8,120 min,2008,All Ages,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Nilkanth Master,5.7,114 min,2015,All Ages,"Drama: Period, World Cinema: Indian"
